,ID,X,Y
5625,116,4110.111328,4271.318848
5626,117,4033.958252,4271.318848
5718,118,4096.403809,4274.108887
5806,119,4346.32373,4182.841309
5851,120,4081.17334,4278.293457
5986,121,4067.465576,4282.478027
5987,122,4038.527344,4282.478027
6086,123,4055.28125,4285.268066
6177,124,4047.665771,4288.057617
6422,125,4044.619629,4295.032227
6452,126,4151.066895,4272.002441
6505,127,4044.619629,4297.821777
6634,128,4070.511719,4302.006348
6740,129,4047.665771,4306.191406
6793,130,4017.20459,4307.585938
7023,131,4020.250732,4314.560547
7071,132,4050.711914,4315.955566
7210,133,4023.296875,4320.140137
7267,134,4362.955566,4102.538086
7306,135,4311.171387,4103.933105
7381,136,4052.235107,4325.719727
7401,137,4388.847656,4106.722656
7448,138,4289.848145,4108.117676
7507,139,4332.494141,4109.512207
7538,140,4026.343018,4329.904297
7560,141,4366.001465,4110.907227
7606,142,4391.893555,4112.302246
7607,143,4315.740234,4112.302246
7673,144,4000.450928,4334.088867
7773,145,4337.063477,4117.881836
7774,146,4295.94043,4117.881836
7870,147,4370.570801,4120.671387
7896,148,4029.38916,4341.063477
7913,149,4320.30957,4122.066406
7914,150,4274.617676,4122.066406
8010,151,4001.973877,4343.853027
8127,152,4341.632324,4127.645996
8128,153,4300.509766,4127.645996
8175,154,4373.616699,4129.041016
8217,155,4279.187012,4130.435547
8266,156,4323.355957,4131.830566
8413,157,4346.20166,4136.015137
8414,158,4303.555664,4136.015137
8515,159,4168.216309,4270.984375
8563,160,4378.186035,4140.199707
8564,161,4327.924805,4140.199707
8618,162,4006.542969,4360.591797
8644,163,4282.23291,4141.594727
8746,164,4308.125,4144.384766
8838,165,4349.248047,4147.174316
8839,166,4257.86377,4147.174316
8880,167,4382.755371,4148.569336
8927,168,4286.802246,4149.963867
8977,169,4330.971191,4151.358887
9070,170,4311.171387,4154.148926
9114,171,4353.816895,4155.543457
9115,172,4260.910156,4155.543457
9223,173,4387.324219,4158.333496
9286,174,4337.063477,4159.728516
9287,175,4291.371582,4159.728516
9288,176,4170.36377,4281.822754
9307,177,4183.873535,4139.711914
9321,178,4356.863281,4161.123047
9386,179,4150.929688,4103.095703
9431,180,4315.740234,4163.913086
9432,181,4265.479492,4163.913086
9465,182,4358.38623,4165.307617
9466,183,4338.586426,4165.307617
9508,184,4388.847656,4166.702637
9561,185,4295.94043,4168.097656
9631,186,4358.38623,4169.492676
9632,187,4320.30957,4169.492676
9715,188,4361.432129,4172.282227
9756,189,4343.155762,4173.677246
9757,190,4298.986816,4173.677246
9790,191,4268.525391,4175.071777
9791,192,4230.44873,4175.071777
9836,193,4344.678711,4176.466797
9882,194,4323.355957,4177.861816
9883,195,4298.986816,4177.861816
9925,196,4362.955566,4179.256836
9926,197,4233.495117,4179.256836
10015,198,4273.094727,4182.046387
10016,199,4239.587402,4182.046387
10053,200,4302.032715,4183.441406
10054,201,4221.310547,4183.441406
10105,202,4399.508789,4184.836426
10106,203,4337.063477,4184.836426
10158,204,4216.741211,4186.230957
10214,205,4329.447754,4187.625977
10215,206,4303.555664,4187.625977
10270,207,4369.047852,4189.020996
10271,208,4247.202637,4189.020996
10272,209,4204.556641,4189.020996
10326,210,4306.602051,4190.415527
10368,211,4370.570801,4191.810547
10369,212,4311.171387,4191.810547
10417,213,4276.140625,4193.205566
10510,214,4343.155762,4195.995117
10539,215,4292.894531,4197.390137
10595,216,4250.248535,4198.785156
10632,217,4280.709961,4200.180176
10689,218,4373.616699,4201.574707
10690,219,4314.217285,4201.574707
10691,220,4215.218262,4201.574707
10692,221,4236.541016,4201.574707
10740,222,4274.617676,4202.969727
10791,223,4364.021484,4239.375977
10818,224,4347.724609,4205.759277
10819,225,4221.310547,4205.759277
10873,226,4297.463867,4207.154297
10937,227,4189.326172,4208.549316
10974,228,4242.633301,4209.944336
11017,229,4370.570801,4211.338867
11018,230,4378.186035,4211.338867
11019,231,4279.187012,4211.338867
11020,232,4218.26416,4211.338867
11052,233,4320.30957,4212.733887
11146,234,4352.293945,4215.523438
11186,235,4300.509766,4216.918457
11187,236,4193.89502,4216.918457
11304,237,4248.725586,4219.708496
11345,238,4382.755371,4221.103027
11346,239,4323.355957,4221.103027
11347,240,4282.23291,4221.103027
11420,241,4233.495117,4223.893066
11421,242,4164.957031,4223.893066
11518,243,4306.602051,4226.682617
11519,244,4222.833496,4226.682617
11520,245,4198.464355,4226.682617
11559,246,4385.80127,4228.077637
11560,247,4254.817871,4228.077637
11609,248,4190.270508,4138.512207
11613,249,4375.140137,4229.472656
11671,250,4286.802246,4230.867188
11708,251,4361.432129,4232.262207
11709,252,4349.248047,4232.262207
11710,253,4168.00293,4232.262207
11804,254,4330.971191,4235.052246
11844,255,4262.433105,4236.446777
11845,256,4203.033691,4236.446777
11892,257,4390.370605,4237.841797
11893,258,4311.171387,4237.841797
11970,259,4291.371582,4240.631836
11971,260,4263.956055,4240.631836
11972,261,4245.679688,4240.631836
11973,262,4227.402832,4240.631836
12005,263,4355.340332,4242.026367
12047,264,4267.002441,4243.421387
12048,265,4251.771484,4243.421387
12049,266,4172.572266,4243.421387
12094,267,4204.556641,4244.816406
12135,268,4335.540039,4246.210938
12164,269,4391.893555,4247.605957
12165,270,4239.587402,4247.605957
12212,271,4367.524414,4249.000977
12213,272,4315.740234,4249.000977
12214,273,4225.879395,4249.000977
12254,274,4384.27832,4250.395996
12255,275,4158.864746,4250.395996
12278,276,4297.463867,4251.790527
12279,277,4213.695312,4251.790527
12280,278,4175.618652,4251.790527
12335,279,4370.570801,4253.185547
12336,280,4209.125977,4253.185547
12387,281,4338.586426,4254.580566
12388,282,4270.04834,4254.580566
12389,283,4201.510742,4254.580566
12453,284,4396.462891,4257.370117
12454,285,4318.786621,4257.370117
12502,286,4271.571777,4258.765137
12503,287,4189.326172,4258.765137
12538,288,4300.509766,4260.160156
12539,289,4149.726562,4260.160156
12586,290,4177.141602,4261.554688
12627,291,4257.86377,4262.949707
12628,292,4166.47998,4262.949707
12629,293,4143.634277,4262.949707
12655,294,4149.726562,4264.06543
12668,295,4344.678711,4264.344727
12669,296,4274.617676,4264.344727
12670,297,4149.726562,4264.344727
12671,298,4136.019043,4264.344727
12707,299,4364.478516,4265.739746
12708,300,4247.202637,4265.739746
12709,301,4158.864746,4265.739746
12739,302,4326.401855,4267.134277
12740,303,4123.834473,4267.134277
12784,304,4248.725586,4268.529297
12785,305,4235.018066,4268.529297
12823,306,4346.20166,4269.924316
12824,307,4168.00293,4269.924316
12854,308,4388.847656,4271.318848
12855,309,4393.416504,4271.318848
12856,310,4303.555664,4271.318848
12857,311,4222.833496,4271.318848
12898,312,4378.186035,4272.713867
12936,313,4369.047852,4274.108887
12937,314,4279.187012,4274.108887
12938,315,4209.125977,4274.108887
13041,316,4349.248047,4276.898438
13042,317,4196.941406,4276.898438
13122,318,4329.447754,4279.688477
13199,319,4184.756836,4282.478027
13235,320,4309.647949,4283.873047
13274,321,4171.049316,4285.268066
13306,322,4393.416504,4286.662598
13307,323,4286.802246,4286.662598
13399,324,4373.616699,4289.452637
13400,325,4268.525391,4289.452637
13442,326,4207.603027,4290.847656
13489,327,4353.816895,4292.242188
13535,328,4250.248535,4293.637207
13536,329,4187.803223,4293.637207
13537,330,4148.203125,4293.637207
13588,331,4335.540039,4295.032227
13627,332,4230.44873,4296.427246
13628,333,4104.034668,4296.427246
13629,334,4099.465332,4296.427246
13671,335,4314.217285,4297.821777
13672,336,4168.00293,4297.821777
13673,337,4128.40332,4297.821777
13706,338,4209.125977,4299.216797
13749,339,4397.98584,4300.611816
13750,340,4149.726562,4300.611816
13782,341,4294.41748,4302.006348
13783,342,4190.849121,4302.006348
13820,343,4378.186035,4303.401367
13821,344,4128.40332,4303.401367
13858,345,4274.617676,4304.796387
13859,346,4172.572266,4304.796387
13903,347,4356.863281,4306.191406
13953,348,4254.817871,4307.585938
13954,349,4102.51123,4307.585938
14002,350,4151.249512,4308.980957
14050,351,4338.586426,4310.375977
14051,352,4235.018066,4310.375977
14096,353,4318.786621,4311.770508
14097,354,4131.449707,4311.770508
14098,355,4075.096191,4311.770508
14141,356,4215.218262,4313.165527
14199,357,4298.986816,4314.560547
14241,358,4195.418457,4315.955566
14242,359,4105.557617,4315.955566
14284,360,4382.755371,4317.350098
14323,361,4277.663574,4318.745117
14371,362,4361.432129,4320.140137
14372,363,4175.618652,4320.140137
14410,364,4259.387207,4321.535156
14411,365,4076.619385,4321.535156
14464,366,4343.155762,4322.929688
14465,367,4157.341797,4322.929688
14496,368,4136.019043,4324.324707
14497,369,4238.063965,4324.324707
14498,370,4134.495605,4324.324707
14540,371,4323.355957,4325.719727
14589,372,4219.787109,4327.114258
14660,373,4108.603516,4328.509277
14702,374,4302.032715,4329.904297
14703,375,4198.464355,4329.904297
14743,376,4385.80127,4331.299316
14798,377,4282.23291,4332.693848
14799,378,4180.1875,4332.693848
14800,379,4081.188477,4332.693848
14853,380,4364.478516,4334.088867
14854,381,4132.972656,4334.088867
14911,382,4263.956055,4335.483887
14958,383,4346.20166,4336.878906
14959,384,4158.864746,4336.878906
14960,385,4055.296387,4336.878906
15014,386,4242.633301,4338.273438
15015,387,4113.172852,4338.273438
15044,388,4327.924805,4339.668457
15045,389,4140.587891,4339.668457
15079,390,4222.833496,4341.063477
15121,391,4305.079102,4342.458008
15122,392,4140.587891,4342.458008
15123,393,4084.234619,4342.458008
15171,394,4388.847656,4343.853027
15219,395,4285.279297,4345.248047
15220,396,4203.033691,4345.248047
15275,397,4370.570801,4346.643066
15321,398,4184.756836,4348.037598
15322,399,4116.21875,4348.037598
15323,400,4059.865479,4348.037598
15360,401,4267.002441,4349.432617
15392,402,4350.770996,4350.827637
15393,403,4245.679688,4350.827637
15394,404,4163.434082,4350.827637
15395,405,4030.927246,4350.827637
15439,406,4330.971191,4352.222168
15497,407,4143.634277,4353.617188
15551,408,4227.402832,4355.012207
15552,409,4087.280762,4355.012207
15584,410,4309.647949,4356.407227
15585,411,4206.07959,4356.407227
15629,412,4393.416504,4357.801758
15630,413,4123.834473,4357.801758
15669,414,4289.848145,4359.196777
15670,415,4119.265137,4359.196777
15671,416,4062.911621,4359.196777
15717,417,4373.616699,4360.591797
15718,418,4189.326172,4360.591797
15719,419,4037.019531,4360.591797
15757,420,4270.04834,4361.986816
15758,421,4105.557617,4361.986816
15824,422,4355.340332,4363.381348
15825,423,4168.00293,4363.381348
15881,424,4250.248535,4364.776367
15882,425,4091.849854,4364.776367
15919,426,4334.01709,4366.171387
15920,427,4087.280762,4366.171387
15955,428,4358.995605,4227.798828
15958,429,4231.97168,4367.565918
15959,430,4148.203125,4367.565918
15960,431,4017.219727,4367.565918
16039,432,4314.217285,4370.355957
16040,433,4210.648926,4370.355957
16041,434,4128.40332,4370.355957
16042,435,4067.480957,4370.355957
16079,436,4397.98584,4371.750977
16132,437,4294.41748,4373.145508
16133,438,4192.37207,4373.145508
16134,439,4108.603516,4373.145508
16183,440,4378.186035,4374.540527
16227,441,4274.617676,4375.935547
16228,442,4088.803711,4375.935547
16255,443,4356.863281,4377.330566
16256,444,4172.572266,4377.330566
16297,445,4254.817871,4378.725098
16298,446,4008.081299,4378.725098
16344,447,4338.586426,4380.120117
16345,448,4152.772461,4380.120117
16346,449,4070.5271,4380.120117
16400,450,4235.018066,4381.515137
16447,451,4318.786621,4382.909668
16448,452,4131.449707,4382.909668
16497,453,4215.218262,4384.304688
16579,454,4381.232422,4387.094727
16580,455,4297.463867,4387.094727
16581,456,4113.172852,4387.094727
16621,457,4196.941406,4388.489258
16655,458,4362.955566,4389.884277
16656,459,4280.709961,4389.884277
16657,460,4093.373047,4389.884277
16709,461,4175.618652,4391.279297
16750,462,4259.387207,4392.673828
16751,463,4073.573242,4392.673828
16795,464,4341.632324,4394.068848
16796,465,4155.818848,4394.068848
16839,466,4321.83252,4395.463867
16840,467,4238.063965,4395.463867
16841,468,4047.681152,4395.463867
16886,469,4136.019043,4396.858887
16932,470,4219.787109,4398.253418
16973,471,4300.509766,4399.648438
17037,472,4374.226074,4262.559082
